Area,Renamed Polygon,Sitecode,Tidestation,Latitude.DMS,Longitude.DMS,Latitude.DD,Longitude.DD,Description,Tidetype,Polygon ID,Atlas ID#,Region,Stock,BuoySite
Quilcene Bay,QUILCENE BAY/LOG BOOMS/NET PEN,8.03,Seattle,47 49.43,122 51.47,47.8286,-122.8631,Along channels during high tides.,HIGH,803,240,Hood Canal,Hood Canal,0
Quilcene Bay,QUILCENE BAY/LOG BOOMS/NET PEN,8.03,Seattle,47 47.55,122 50.99,47.7986,-122.8608,On net pens and rafts along west side of Bolton Peninsula.,HIGH,803,241,Hood Canal,Hood Canal,0
Dosewallips R.,DOSEWALLIPS RIVER CHANNELS,8.04,Seattle,47 41.15,122 53.75,47.6875,-122.9042,Along channels north of river mouth during high tides.,HIGH,804,242,Hood Canal,Hood Canal,0
Dosewallips R.,DOSEWALLIPS RIVER CHANNELS,8.04,Seattle,47 41.38,122 53.65,47.6939,-122.9014,Areas along channels at mouth of river during high tides.,HIGH,804,243,Hood Canal,Hood Canal,0
Duckabush R.,DUCKABUSH R CHANNELS,8.05,Seattle,47 38.93,122 55.94,47.6592,-122.9428,Areas along channels north of river mouth during high tides.,HIGH,805,244,Hood Canal,Hood Canal,0
Duckabush R.,DUCKABUSH R CHANNELS,8.05,Seattle,47 39.06,122 55.87,47.6517,-122.9408,Areas south of river mouth during high tides.,HIGH,805,245,Hood Canal,Hood Canal,0
Hamma-Hamma R.,HAMMA HAMMA R CHANNELS,8.06,Seattle,47 32.71,123  2.18,47.5531,-123.0383,Along channels and beach areas north of river during high tides.,HIGH,806,246,Hood Canal,Hood Canal,0
Jorsted Creek,Jorsted Creek,8.07,Seattle,47 31.72,123  2.86,47.5367,-123.0572,On log booms off Jorstad Creek.,HIGH,807,247,Hood Canal,Hood Canal,0
Skokomish R.,SKOKOMISH R CHANNELS,8.08,Seattle,47 20.57,123  7.00,47.3492,-123.1167,Along channels off river mouth during high tides.,HIGH,808,248,Hood Canal,Hood Canal,0
Skokomish R.,SKOKOMISH R CHANNELS,8.08,Seattle,47 20.48,123  7.36,47.3467,-123.1267,Along channels and beaches west of river mouth during high tides.,HIGH,808,249,Hood Canal,Hood Canal,0
Skokomish-East,SKOKOMISH R CHANNELS,8.08,Seattle,47 20.58,123  6.67,47.3494,-123.1186,Along channels and beaches east of main river mouth,High high,808,,Hood Canal,Hood Canal,0
Skokomish-W/Lagoon,SKOKOMISH R CHANNELS,8.08,Seattle,47 20.5,123  8.21,47.3347,-123.1392,Along channels and beaches west in  Lagoon Area,High high,808,,Hood Canal,Hood Canal,0
Belfair Floats,FLOATS/LYNCH COVE TO TWANOH STATE PARK,8.09,Seattle,47 25.05,122 52.31,47.4181,-122.8753,On rafts and floats along south side.,ALL,809,250,Hood Canal,Hood Canal,0
Belfair Floats,FLOATS/LYNCH COVE TO TWANOH STATE PARK,8.09,Seattle,47 24.44,122 53.32,47.4122,-122.8922,On rafts and floats along south side.,ALL,809,251,Hood Canal,Hood Canal,0
Belfair Floats,FLOATS/LYNCH COVE TO TWANOH STATE PARK,8.09,Seattle,47 24.14,122 53.69,47.4039,-122.9025,On rafts and floats along south side.,ALL,809,252,Hood Canal,Hood Canal,0
Dabob Bay/Long Spit,DABOB BAY/LONG SPIT,8.11,Seattle,47 50.86,122 48.54,47.8572,-122.815,Beach and floats at Long Spit during high tides.,HIGH,811,254,Hood Canal,Hood Canal,0
Dabob Bay/Broad Spit,DABOB BAY/BROAD SPIT/OYSTER RAFTS,8.12,Seattle,47 49.14,122 49.33,47.8206,-122.8258,On rafts and floats on east side of Bolton Peninsula at Broad Spit.,HIGH,812,255,Hood Canal,Hood Canal,0
Dabob Bay/Pullali Pt.,DABOB BAY/BROAD SPIT/OYSTER RAFTS,8.13,Seattle,47 44.22,122 51.44,47.7394,-122.8622,Intertidal rocks off Pulali Point in Dabob Bay.,HIGH,813,,Hood Canal,Hood Canal,0
Fulton Creek,BETWEEN FULTON CR AND MCDANIEL COVE,8.14,Seattle,47 37.02,122 58.34,47.6172,-122.9761,?,High high,814,256,Hood Canal,Hood Canal,0
Robbinswald Pier,LOGS S OF CAMP ROBBINSWOLD,8.15,Seattle,47 34.68,123 0.35,47.5856,-123.0014,?,High high,815,,Hood Canal,Hood Canal,0
Danger Rock,Seal / DangerRock ( Hood Canal),8.16,Seattle,47 42.88,122 53.02,47.7244,-122.8839,?,High high,816,,Hood Canal,Hood Canal,0
Alderbrook Floats,FLOATS/ALDERBROOK TO UNION,8.17,Seattle,47 21.17,123 4.78,47.3547,-123.0689,Floats in bay,High high,817,,Hood Canal,Hood Canal,0
S. of Mike's Resort Float,Between  Hoodsport and Liilliwaup Bay,8.18,Seattle,47 25.99,123 7.42,47.4442,-123.1172,Floats near Mike's Resort,High high,818,,Hood Canal,Hood Canal,0
Sisters Rock (Hood Canal Bridge),SISTERS ROCK/HOOD CANAL BRIDGE,8.19,Seattle,47 51.51,122 38.50,47.8642,-122.6472,,,819,,Hood Canal,Hood Canal,0
Floats/ lynch cove to Sister Point,FLOATS/LYNCH COVE TO SISTERS POINT,8.2,Seattle,47 21.82,,47.3728,-123.0143,,,820,,Hood Canal,Hood Canal,0
Triton Cove,ROCKS AT TRITON HEAD,8.21,Seattle,47 36.37,122 58.49,47.6103,-122.9803,,,821,,Hood Canal,Hood Canal,0
Bangor Secrurity Fence/ Area,BANGOR/PORT SECURITY BARRAIRS/SUBS,8.22,Seattle,47 44.36,122 44.26,47.7433,-122.7406,,,822,,Hood Canal,Hood Canal,0
In Tow,In Tow,8.89,Seattle,,,,,animals in tow,,889,,Hood Canal,Hood Canal,0
Unspecified-H2O,Unspecified-H2O,8.99,Seattle,?,?,,,Animals in open water,ALL,899,,,NA,0
Hauled Out Unknown,Hauled Out Unknown,9,Port Townsend,,,,,unknown haul out location 9.00,,900,,Eastern Bays,Northern Inland,0
Pt Roberts/SE Rocks,Point Roberts/SE Rocks,9.02,Port Townsend,48 58.46,123  1.13,48.9794,-123.0203,Scattered intertidal rocks off southeast corner of Pt. Roberts.,LOW,902,257,Eastern Bays,Northern Inland,0
West Boundary Bay,BOUNDARY BAY/OFF AIRPORT RUNWAY,9.03,Port Townsend,49  2.63,123  0.31,49.0508,-123.0086,Along channels in northwest Boundary Bay. Nursery area.,LOW,903,258,Eastern Bays,Northern Inland,0
"Boundary Bay, off Runway",BOUNDARY BAY/OFF AIRPORT RUNWAY,9.04,Port Townsend,49  2.45,122 59.37,49.0458,-122.9936,Main channel south of Boundary Bay airport. Nursery area.,LOW,904,259,Eastern Bays,Northern Inland,0
E Boundary Bay (Mud Bay),BOUNDARY BAY/MUD BAY/TRESTLE,9.05,Port Townsend,49  2.83,122 55.57,49.0564,-122.9325,Channels northwest from Cresent Beach. Nursery area.,LOW,905,260,Eastern Bays,Northern Inland,0
E Boundary Bay (Mud Bay),BOUNDARY BAY/MUD BAY/TRESTLE,9.05,Port Townsend,49  4.19,122 53.78,49.0719,-122.905,Channels in Mud Bay. Nursery area.,LOW,905,261,Eastern Bays,Northern Inland,0
Rocks off Kwomais Pt.,KWOMAIS PT,9.06,Port Townsend,49  1.74,122 52.52,49.0372,-122.8811,Scattered intertidal rocks off Kwomais Point.,LOW,906,262,Eastern Bays,Northern Inland,0
Drayton Harbor,DRAYTON HARBOR/DAKOTA CRK,9.07,Port Townsend,48 58.30,122 44.00,48.975,-122.7333,Along channels along Dakota Creek.,LOW,907,263,Eastern Bays,Northern Inland,0
Drayton Harbor,DRAYTON HARBOR/DAKOTA CRK,9.07,Port Townsend,48 58.73,122 45.07,48.9869,-122.7519,On shoals and channels in central Drayton Harbor.,LOW,907,264,Eastern Bays,Northern Inland,0
Drayton Harbor,SEMIAHMOO MARINA DOCKS,9.08,Port Townsend,48 59.11,122 46.42,48.9864,-122.7783,On floats at the Semiahmoo Marina.,ALL,908,265,Eastern Bays,Northern Inland,0
Rocks off Birch Pt.,BIRCH PT AREA,9.09,Port Townsend,48 56.92,122 49.24,48.9589,-122.8233,Scattered intertidal rocks off Birch Point.,LOW,909,266,Eastern Bays,Northern Inland,0
Point Whitehorn,PT WHITEHORN/CHERRY PT,9.1,Port Townsend,48 53.05,122 47.05,48.8847,-122.7847,Scattered intertidal rocks off Pt. Whitehorn.,LOW,910,267,Eastern Bays,Northern Inland,0
Lummi Bay,LUMMI BAY CHANNELS,9.11,Port Townsend,48 46.99,122 41.02,48.7942,-122.6839,Intertidal areas and shoals in Lummi Bay.,LOW,911,268,Eastern Bays,Northern Inland,0
Bellingham Bay,BELLINGHAM BAY/OLD MILL/LOG BOOMS,9.12,Port Townsend,48 44.28,122 29.82,48.7411,-122.5061,On log booms in Bellingham Bay.,ALL,912,269,Eastern Bays,Northern Inland,0
Bellingham Bay,BELLINGHAM BAY/OLD MILL/LOG BOOMS,9.12,Port Townsend,48 44.12,122 29.96,48.7367,-122.51,On log booms in Bellingham Bay.,ALL,912,270,Eastern Bays,Northern Inland,0
Bellingham Bay,BELLINGHAM BAY/OLD MILL/LOG BOOMS,9.12,Port Townsend,48 43.43,122 30.43,48.7286,-122.5119,On log booms in Bellingham Bay.,ALL,912,271,Eastern Bays,Northern Inland,0
Spit N of Portage Bay,PORTAGE BAY/BRANT IS/BRANT PT,9.13,Port Townsend,48 43.61,122 37.84,48.7336,-122.64,Beach areas along spit to north of Portage Bay 'Blackie spit'.,LOW,913,272,Eastern Bays,Northern Inland,0
Nooksack R. Mouth,NOOKSACK R CHANNELS,9.14,Port Townsend,48 46.09,122 35.90,48.7692,-122.6083,On shoals and along channels at mouth of Nooksack River.,LOW,914,273,Eastern Bays,Northern Inland,0
Chuckanut Bay Area,CHUCKANUT BAY/ISLAND/ROCKS,9.15,Port Townsend,48 40.99,122 30.05,48.6942,-122.5014,Scattered intertidal rocks and reefs in Chuckanut Bay.,LOW,915,274,Eastern Bays,Northern Inland,0
Rocks off Wildcat Cove,LARABEE ST PK/WILDCAT COVE,9.16,Port Townsend,48 39.22,122 29.73,48.6561,-122.5036,Scattered intertidal rocks and reefs off Larabee State Park.,LOW,916,275,Eastern Bays,Northern Inland,0
Eliza Rocks,Eliza Rocks,9.17,Port Townsend,48 38.63,122 34.60,48.6508,-122.5833,Intertidal rocks and reef areas off southeast end of Eliza Island.,LOW,917,276,Eastern Bays,Northern Inland,0
Samish Bay Area,SAMISH BAY/SAMISH R CHANNELS,9.18,Port Townsend,48 33.57,122 28.14,48.5658,-122.4706,Along channels at mouth of Samish River.,LOW,918,277,Eastern Bays,Northern Inland,0
Samish Bay Area,SAMISH BAY/EDISON SLOUGH CHANNELS,9.19,Port Townsend,48 34.34,122 27.59,48.5761,-122.4664,Along channels north of Edison Slough.,LOW,919,278,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/NORTH CHANNELS,9.2,Port Townsend,48 33.41,122 31.22,48.5614,-122.5228,Along channels in north Padilla Bay.,LOW,920,279,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/ CHANNELS,9.21,Port Townsend,48 32.34,122 30.76,48.5428,-122.5211,Along channels east of Saddlebag Island. Nursery area.,LOW,921,280,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/BENT PILING/INDIAN SLOUGH,9.22,Port Townsend,48 31.21,122 29.72,48.5225,-122.5033,Along channels of Joe Leary Slough.,LOW,922,281,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/BENT PILING/INDIAN SLOUGH,9.23,Port Townsend,48 28.84,122 29.20,48.49,-122.4889,Along channels in southeast Padilla Bay.,LOW,923,282,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/BENT PILING/INDIAN SLOUGH,9.23,Port Townsend,48 28.56,122 28.99,48.4822,-122.4942,Along channels in southeast Padilla Bay. Nursery area.,LOW,923,283,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/BENT PILING/INDIAN SLOUGH,9.23,Port Townsend,48 28.55,122 29.36,48.4819,-122.4933,Along channels in southeast Padilla Bay. Nursery area.,LOW,923,284,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/WEST CHANNELS,9.24,Port Townsend,48 28.37,122 30.88,48.4769,-122.5244,Along channels east of Swinomish Slough.,LOW,924,285,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/WEST CHANNELS,9.24,Port Townsend,48 28.10,122 30.94,48.4694,-122.5261,Along channels east of Swinomish Slough. Nursery area.,LOW,924,286,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/WEST CHANNELS,9.24,Port Townsend,48 29.03,122 30.80,48.4842,-122.5222,Along channels east of Swinomish Slough. Nursery area.,LOW,924,287,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/WEST OF SWINOMISH SLOUGH,9.25,Port Townsend,48 29.10,122 32.55,48.4861,-122.5486,Along channels west of Swinomish Slough. Nursery area.,LOW,925,288,Eastern Bays,Northern Inland,0
Padilla Bay Area,PADILLA BAY/WEST OF SWINOMISH SLOUGH,9.25,Port Townsend,48 29.16,122 32.35,48.4878,-122.5431,Along channels west of Swinomish Slough. Nursery area.,LOW,925,289,Eastern Bays,Northern Inland,0
Fidalgo Bay,FIDALGO BAY/LOG BOOMS,9.27,Port Townsend,48 29.74,122 35.94,48.5039,-122.6094,On log booms at mill on west side of Fidalgo Bay.,ALL,927,290,Eastern Bays,Northern Inland,0
Fidalgo Bay,FIDALGO BAY/LOG BOOMS,9.27,Port Townsend,48 29.89,122 35.06,48.5081,-122.585,On log booms anchored in middle of Fidalgo Bay.,ALL,927,291,Eastern Bays,Northern Inland,0
Similk Bay,SIMILK BAY/LOG BOOMS/KIKET IS,9.28,Seattle,48 26.45,122 33.44,48.4458,-122.5622,On log booms in Similk Bay.,ALL,928,292,Eastern Bays,Northern Inland,0
Seal Rocks,Seal Rocks (East Bay),9.29,Seattle,48 22.46,122 33.71,48.3794,-122.5697,On intertidal rocks and reef area around Seal Rocks.,LOW,929,293,Eastern Bays,Northern Inland,0
N Skagit Bay,SKAGIT BAY/NORTH CHANNELS/GOAT IS/IKI IS,9.3,Seattle,48 21.47,122 31.30,48.3631,-122.525,Along channels south of Goat Island in Skagit Bay.,LOW,930,294,Eastern Bays,Northern Inland,0
S Skagit Bay Area,Skagit Bay/South Channels,9.31,Seattle,48 17.09,122 23.03,48.2858,-122.3842,Along channels off south arm of Skagit River. Nursery area.,LOW,931,295,Eastern Bays,Northern Inland,0
S Skagit Bay Area,Skagit Bay/South Channels,9.31,Seattle,48 17.83,122 24.53,48.3064,-122.4147,Along channels off south arm of Skagit River. Nursery area.,LOW,931,296,Eastern Bays,Northern Inland,0
S Skagit Bay Area,Skagit Bay/South Channels,9.31,Seattle,48 17.53,122 24.17,48.2981,-122.4047,Along channels off south arm of Skagit River. Nursery area.,LOW,931,297,Eastern Bays,Northern Inland,0
S Skagit Bay Area,Skagit Bay/South Channels,9.31,Seattle,48 17.10,122 24.22,48.2861,-122.4061,Along channels off south arm of Skagit River. Nursery area.,LOW,931,298,Eastern Bays,Northern Inland,0
S Skagit Bay Area,Skagit Bay/South Channels,9.31,Seattle,48 17.86,122 23.16,48.3072,-122.3878,Along channels off south arm of Skagit River. Nursery area.,LOW,931,299,Eastern Bays,Northern Inland,0
Skagit Bay/N of Pt. Brown,SKAGIT BAY/PT BROWN,9.32,Seattle,48 16.30,122 26.54,48.275,-122.4483,On shoals north of Point Brown.,LOW,932,300,Eastern Bays,Northern Inland,0
Port Susan/Livingston Bay,PORT SUSAN/SOUTH PASS/ LIVINGSTON BAY,9.33,Seattle,48 13.33,122 25.87,48.2258,-122.4408,Along channels in Livingston Bay.,LOW,933,301,Eastern Bays,Northern Inland,0
Port Susan/Stillaguamish,STILLAGUAMISH R MOUTH,9.34,Seattle,48 12.59,122 23.75,48.2164,-122.4042,Along channels of South Pass into Skagit Bay.,LOW,934,302,Eastern Bays,Northern Inland,0
Port Susan/Stillaguamish,STILLAGUAMISH R MOUTH,9.34,Seattle,48 12.03,122 23.32,48.2008,-122.3922,Along channels off mouth of Stillaguamish River.,LOW,934,303,Eastern Bays,Northern Inland,0
Gedney Island Marina,GEDNEY ISLAND MARINA BREAKWATER,9.35,Seattle,48  1.25,122 19.19,48.0236,-122.3219,On barge and log booms at entrance to Gedney Island marina.,ALL,935,304,Eastern Bays,Northern Inland,0
Snohomish R. Logbooms,SNOHOMISH R MOUTH/LOG BOOMS/SHIP WRECKS,9.36,Seattle,48  2.61,122 12.34,48.0503,-122.2094,Log booms at mouth of Snohomish River.,ALL,936,305,Eastern Bays,Northern Inland,0
Jetty Island SL Barge,SNOHOMISH R MOUTH/LOG BOOMS/SHIP WRECKS,9.36,Seattle,48  2.61,122 12.34,48.0503,-122.2094,,,936,,Eastern Bays,Northern Inland,0
Everett Harbor Area,EVERETT HARBOR AREA/HOME PORT/PSB/LOG BOOMS,9.37,Seattle,47 59.60,122 13.28,48,-122.2244,Log boom areas at the Port of Everett.,ALL,937,306,Eastern Bays,Northern Inland,0
Everett Navy Security Fence,EVERETT HARBOR AREA/HOME PORT/PSB/LOG BOOMS,9.37,Seattle,47 59.60,122 13.28,48,-122.2244,Everett Navy Homeport Security Fence,,937,,Eastern Bays,Northern Inland,0
Baby Island,Baby Island,9.38,Seattle,48  5.98,122 31.56,48.1106,-122.5322,Beaches and intertidal areas around Baby Island.,LOW,938,307,Eastern Bays,Northern Inland,0
N. Penn Cove/Oak Harbor,OAK HARBOR/FORBES PT/Blowers AREA,9.39,Seattle,48 16.07,122 37.37,48.2686,-122.6269,Scattered rocks and intertidal areas near Oak Harbor.,LOW,939,308,Eastern Bays,Northern Inland,0
Everett Harbor Buoys,Everett Harbor Buoys,9.4,Seattle,47 59.45,122 14.91,47.9958,-122.2586,Everett Harbor Buoy.,ALL,940,309,Eastern Bays,Northern Inland,1
Everett Harbor Buoys,Everett Harbor Buoys,9.4,Seattle,47 58.84,122 14.70,47.99,-122.2528,Everett Harbor Buoy.,ALL,940,310,Eastern Bays,Northern Inland,1
Polnell point (Whidbey Island),POLNELL PT AREA/ CRESENT HARBOR,9.42,,48 16.78,122 35.73,48.2883,-122.6036,,,942,,Eastern Bays,Northern Inland,0
Crescent Harbor (Whidbey Island),POLNELL PT AREA/ CRESENT HARBOR,9.42,,48 16.78,122 35.73,48.2883,-122.6036,,,942,,Eastern Bays,Northern Inland,0
Penn cove mussel floats,PENN COVE MUSSEL FLOATS,9.43,,48 13.06,122 42.48,48.2183,-122.7133,,,943,,Eastern Bays,Northern Inland,0
Saddle Bag Island,Saddlebag/Huckleberry/Hat/ Dot Is Area,9.44,,48 32.11,122 33.58,48.5364,-122.5661,Intertidal rock around Saddle Bag Island,,944,,Eastern Bays,Northern Inland,0
Hat Island,Saddlebag/Huckleberry/Hat/ Dot Is Area,9.44,,48 32.11,122 33.58,48.5364,-122.5661,Intertidal rock around Hat Island,,944,,Eastern Bays,Northern Inland,0
Hucklebery/ Dot Island,Saddlebag/Huckleberry/Hat/ Dot Is Area,9.44,,48 32.11,122 33.58,48.5364,-122.5661,,,944,,Eastern Bays,Northern Inland,0
Guemes Island Buoys,GUEMES CHANNEL NAV BUOYS,9.45,,48 31.38,122 38.49,48.5272,-122.6469,,,945,,Eastern Bays,Northern Inland,1
In Tow,In Tow,9.89,,,,,,animals in tow,,989,,Eastern Bays,Northern Inland,0
Unspecified-H2O,Unspecified-H2O,9.99,Seattle,?,?,,,Animals in open water,ALL,999,,,NA,0
Hauled Out Unknown,Hauled Out Unknown,10,Seattle,,,,,unknown haul out location 10.00,,1000,,Puget Sound,Northern Inland,0
Liberty Bay/Poulsbo Marina,Liberty Bay/Poulsbo Marina/YACHT CLUB,10.01,Seattle,47 43.85,122 38.81,47.7403,-122.6558,On floats and log booms at the Poulsbo marina.,ALL,1001,311,Puget Sound,Southern Puget Sound,0
Poulbso yacht club/ Marina,Liberty Bay/Poulsbo Marina/YACHT CLUB,10.01,Seattle,47 43.85,122 38.81,47.7403,-122.6558,,,1001,,Puget Sound,Southern Puget Sound,0
Blakely Rocks,Blakely Rocks,10.02,Seattle,47 35.68,122 28.76,47.6022,-122.4878,On intertidal rocks and reef areas around Blakely Rocks.,LOW,1002,312,Puget Sound,Southern Puget Sound,0
Cutts Island,CUTTS ISLAND/KOPACHUCK FLOATS,10.03,Seattle,47 19.34,122 41.11,47.3261,-122.6864,On spit on north end of island.,LOW,1003,313,Puget Sound,Southern Puget Sound,0
Horsehead Bay Floats,HORSEHEAD BAY FLOATS,10.04,Seattle,47 17.45,122 41.08,47.2958,-122.6856,On floats and rafts in Horsehead Bay.,ALL,1004,314,Puget Sound,Southern Puget Sound,0
Wykoff Shoals,WYKOFF SHOALS,10.05,Seattle,47 14.29,122 42.61,47.2414,-122.7169,On intertidal areas around Wykoff Shoals.,LOW,1005,315,Puget Sound,Southern Puget Sound,0
Gertrude Island,GERTRUDE IS/STILL HARBOR,10.06,Seattle,47 12.95,122 39.61,47.2264,-122.6669,Along beaches and intertidal areas around island. Nursery area.,LOW,1006,316,Puget Sound,Southern Puget Sound,0
Eagle Island Area,EAGLE ISLAND/EAGLE SHOALS,10.07,Seattle,47 11.35,122 41.67,47.1931,-122.7019,On beach and shoals around Eagle Island.,LOW,1007,317,Puget Sound,Southern Puget Sound,0
Eagle Island Area,EAGLE ISLAND/EAGLE SHOALS,10.07,Seattle,47 11.54,122 42.04,47.1983,-122.7011,On green Buoy west of Eagle Island.,ALL,1007,318,Puget Sound,Southern Puget Sound,0
Nisqually Delta Area,NISQUALLY RIVER CHANNELS/DERRILICT BARGE,10.08,Seattle,47  6.02,122 41.96,47.1006,-122.71,Along channels at mouth of river during high tides.,LOW,1008,319,Puget Sound,Southern Puget Sound,0
Nisqually Delta Buoy,NISQUALLY RIVER CHANNELS/DERRILICT BARGE,10.08,Seattle,47  6.84,122 41.78,47.1233,-122.705,On green Buoy off Nisqually Delta.,ALL,1008,320,Puget Sound,Southern Puget Sound,0
Nisqually/ Duport barge Wreck,NISQUALLY RIVER CHANNELS/DERRILICT BARGE/ channel marker,10.08,Seattle,47  6.84,122 41.78,47.1233,-122.705,,,1008,,Puget Sound,Southern Puget Sound,0
Woodard Bay Logbooms,WOODARD BAY NORTH & SOUTH,10.09,Seattle,47  8.32,122 50.29,47.1422,-122.8414,On log booms in Woodard Bay (at old Weyerhauser site).,ALL,1009,321,Puget Sound,Southern Puget Sound,0
Mcmicken Island,MCMICKEN IS,10.1,Seattle,47 14.78,122 51.83,47.255,-122.8731,Beach and intertidal areas around island.,LOW,1010,322,Puget Sound,Southern Puget Sound,0
Totten Inlet Area,TOTTEN INLET FLOATS,10.11,Seattle,47  7.99,123  1.12,47.1442,-123.02,On rafts and floats on west side of inlet.,ALL,1011,323,Puget Sound,Southern Puget Sound,0
Totten Inlet Area,TOTTEN INLET FLOATS,10.11,Seattle,47  8.87,122 58.38,47.1575,-122.9772,On rafts and log booms on east side of inlet.,ALL,1011,324,Puget Sound,Southern Puget Sound,0
Totten Inlet Area,TOTTEN INLET FLOATS,10.11,Seattle,47  8.99,122 58.03,47.1608,-122.9675,On log booms on east side of inlet.,ALL,1011,325,Puget Sound,Southern Puget Sound,0
Totten Inlet Area,TOTTEN INLET FLOATS,10.11,Seattle,47  8.05,123  0.17,47.1347,-123.0047,On rafts and net pens off Gallager Cove.,ALL,1011,326,Puget Sound,Southern Puget Sound,0
Budd Inlet Area,BUDD INLET LOG BOOMS/PRIEST PT SHOAL,10.12,Seattle,47  4.30,122 55.07,47.075,-122.9186,On log booms on west side of Budd Inlet.,ALL,1012,327,Puget Sound,Southern Puget Sound,0
Budd Inlet Area,BUDD INLET LOG BOOMS/PRIEST PT SHOAL,10.12,Seattle,47  3.99,122 54.28,47.0775,-122.9078,On shoal area west of Priest Point State Park.,ALL,1012,328,Puget Sound,Southern Puget Sound,0
Eld Inlet Area,ELD INLET FLOATS,10.13,Seattle,47  4.16,123  0.58,47.0711,-123.0161,On rafts and floats in Mud Bay.,ALL,1013,329,Puget Sound,Southern Puget Sound,0
Eld Inlet Area,ELD INLET FLOATS,10.13,Seattle,47  5.84,122 58.94,47.1067,-122.9928,On rafts and floats on west side of Eld Inlet.,ALL,1013,330,Puget Sound,Southern Puget Sound,0
Eld Inlet Area,ELD INLET FLOATS,10.13,Seattle,47  5.57,122 57.74,47.0992,-122.9706,On rafts and floats on east side of Eld Inlet.,ALL,1013,331,Puget Sound,Southern Puget Sound,0
Eld Inlet Area,ELD INLET FLOATS,10.13,Seattle,47  5.80,122 57.45,47.1056,-122.9625,On rafts and float on east side of Eld Inlet.,ALL,1013,332,Puget Sound,Southern Puget Sound,0
Hammersly Inlet/Shelton,SHELTON MILL/LOG BOOMS/CHAPMAN BAY,10.14,Seattle,47 12.65,123  4.99,47.2181,-123.0942,On log booms off mill at Shelton.,ALL,1014,333,Puget Sound,Southern Puget Sound,0
Hammersly Inlet/Shelton,SHELTON MILL/LOG BOOMS/CHAPMAN BAY,10.14,Seattle,47 13.66,123  2.71,47.235,-123.0531,On log booms in Chapman Bay.,ALL,1014,334,Puget Sound,Southern Puget Sound,0
Rosedale Beach Floats,RAFT IS/ROSEDALE FLOATS,10.15,Seattle,47 20.17,122 39.63,47.3381,-122.6675,On rafts and floats off Rosedale.,ALL,1015,335,Puget Sound,Southern Puget Sound,0
Edmonds Wreck/Scuba Flt,EDMONDS WRECK/SCUBA FLOAT,10.16,Seattle,47 48.89,122 22.96,47.8247,-122.3933,On rafts and floats north of ferry dock.,ALL,1016,336,Puget Sound,Northern Inland,0
Bremerton/Dyes Inlet,DYES INLET FLOATS,10.17,Seattle,47 35.45,122 40.90,47.5958,-122.6917,On rafts and floats in Dyes Inlet.,ALL,1017,337,Puget Sound,Southern Puget Sound,0
Commencement Bay,COMMENCEMENT BAY/TYEE MARINA/LOG BOOMS,10.18,Seattle,47 17.51,122 24.76,47.2975,-122.4211,On Buoys and floats in northeast Commencement Bay.,ALL,1018,338,Puget Sound,Southern Puget Sound,0
Commencement Bay,COMMENCEMENT BAY/TYEE MARINA/LOG BOOMS,10.18,Seattle,47 17.36,122 24.59,47.2933,-122.4164,On log booms in northeast Commencement Bay.,ALL,1018,339,Puget Sound,Southern Puget Sound,0
Tyee Marina Boom Sticks,COMMENCEMENT BAY/TYEE MARINA/LOG BOOMS,10.18,Seattle,47 17.36,122 24.59,47.2933,-122.4164,,,1018,,Puget Sound,Southern Puget Sound,0
Shilshole Bay Area,SHILSHOLE BAY BUOYS,10.19,Seattle,47 41.11,122 24.38,47.6864,-122.4106,On floats and Buoys of Shilshole Bay jetty.,ALL,1019,340,Puget Sound,Southern Puget Sound,1
Shilshole Bay Area,SHILSHOLE BAY BUOYS,10.19,Seattle,47 40.69,122 24.67,47.6858,-122.4186,On south tip of Shilshole Bay jetty.,ALL,1019,341,Puget Sound,Southern Puget Sound,1
NW Mcneil Is Buoy,Buoy gone--,10.2,Seattle,47 14.27,122 41.06,47.2408,-122.685,On white mooring Buoy off northwest side of McNeil Island.,ALL,1020,342,Puget Sound,Southern Puget Sound,1
NE Mcneil/Hyde Pt Buoy,Buoy gone--,10.21,Seattle,47 13.11,122 38.51,47.2197,-122.6475,On white mooring Buoy off Hyde Point on northeast side of McNeil Island.,ALL,1021,343,Puget Sound,Southern Puget Sound,1
Toliva Shoals Buoy,Toliva Shoals Buoy,10.22,Seattle,47 12.15,122 36.25,47.2042,-122.6069,On Toliva Shoals Buoy.,ALL,1022,344,Puget Sound,Southern Puget Sound,1
Yellow 'TC' Buoy,Yellow 'TC' Buoy,10.23,Seattle,47 19.42,122 27.35,47.3283,-122.4597,On yellow 'TC' Buoy off southeast Maury Island.,ALL,1023,345,Puget Sound,Southern Puget Sound,1
